ID	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
Myriangium_duriaei	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium
Mytilinidion_resinicola	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion
Nadsonia_fulvescens	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Nadsonia
Naematelia_encephala	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Naematelia
Nannizzia_gypsea	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia
Naumovozyma_castellii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma
Naumovozyma_dairenensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma
Nematocida_displodere	Fungi	Microsporidia				Nematocida
Nematocida_parisii	Fungi	Microsporidia				Nematocida
Nematocida_sp_1	Fungi	Microsporidia				Nematocida
Nematocida_sp_ERTm5	Fungi	Microsporidia				Nematocida
Neocallimastix_sp_JGI-2020a	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix
Neofusicoccum_parvum	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum
Neohortaea_acidophila	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neohortaea
Neolecta_irregularis	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta
Neolentinus_lepideus	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus
Neonectria_ditissima	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria
Neopestalotiopsis_clavispora	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis
Neopestalotiopsis_sp_37M	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis
Neurospora_crassa	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora
Neurospora_tetrasperma	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora
Nosema_apis	Fungi	Microsporidia			Nosematidae	Nosema
Nosema_bombycis	Fungi	Microsporidia			Nosematidae	Nosema
Nosema_ceranae	Fungi	Microsporidia			Nosematidae	Nosema
Nosema_granulosis	Fungi	Microsporidia			Nosematidae	Nosema
Obba_rivulosa	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Obba
Ogataea_angusta	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Ogataea_haglerorum	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Ogataea_parapolymorpha	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Ogataea_philodendri	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Ogataea_polymorpha	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Ogataea_thermophila	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
Oidiodendron_maius	Fungi	Ascomycota	Leotiomycetes		Myxotrichaceae	Oidiodendron
Oidium_neolycopersici	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Oidium
Ophiobolus_disseminans	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ophiobolus
Ophiocordyceps_australis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_camponoti-floridani	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_camponoti-leonardi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_camponoti-rufipedis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_camponoti-saundersi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_polyrhachis-furcata	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_sinensis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiocordyceps_unilateralis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps
Ophiostoma_piceae	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma
Orbilia_oligospora	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia
Ordospora_colligata	Fungi	Microsporidia			Ordosporidae	Ordospora
Pachysolen_tannophilus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Pachysolen
Paecilomyces_variotii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces
Panaeolus_cyanescens	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus
Panaeolus_papilionaceus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus
Paracoccidioides_brasiliensis	Fungi	Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides
Paracoccidioides_lutzii	Fungi	Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides
Paraglomus_brasilianum	Fungi	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus
Paraphaeosphaeria_sporulosa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria
Paraphoma_chrysanthemicola	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma
Parasitella_parasitica	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Parasitella
Parastagonospora_nodorum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora
Patellaria_atrata	Fungi	Ascomycota	Dothideomycetes	Patellariales	Patellariaceae	Patellaria
Paxillus_ammoniavirescens	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus
Paxillus_involutus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus
Paxillus_rubicundulus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus
Peltaster_fructicola	Fungi	Ascomycota	Dothideomycetes			Peltaster
Penicilliopsis_zonata	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis
Penicillium_antarcticum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_arizonense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_brasilianum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_camemberti	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_chrysogenum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_coprophilum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_crustosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_decumbens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_digitatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_expansum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_flavigenum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_freii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_griseofulvum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_italicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_nalgiovense	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_nordicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_oxalicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_polonicum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_rolfsii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_roqueforti	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_rubens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_solitum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_sp_occitanis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_sp_RFL-2021a	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_sp_str_12	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_steckii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_subrubescens	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Penicillium_vulpinum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium
Peniophora_sp_CBMAI_1063	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora
Peniophora_sp_CONT	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora
Periconia_macrospinosa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia
Pestalotiopsis_fici	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis
Phaeoacremonium_minimum	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium
Phaeomoniella_chlamydospora	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella
Phaeosphaeria_sp_MPI-PUGE-AT-0046c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria
Phanerochaete_carnosa	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete
Phanerochaete_sordida	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete
Phellinidium_pouzarii	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinidium
Phialemoniopsis_curvata	Fungi	Ascomycota	Sordariomycetes	Xylariales		Phialemoniopsis
Phialocephala_subalpina	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala
Phialophora_americana	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
Phialophora_attinorum	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
Phlebia_centrifuga	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia
Phlebiopsis_gigantea	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis
Pholiota_conissans	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota
Pholiota_molesta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota
Phycomyces_blakesleeanus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces
Physcia_stellaris	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia
Pichia_kudriavzevii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia
Pichia_membranifaciens	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia
Piedraia_hortae	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Piedraiaceae	Piedraia
Piloderma_croceum	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma
Piromyces_finnis	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces
Piromyces_sp_E2	Fungi	Chytridiomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces
Pisolithus_microcarpus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus
Pisolithus_tinctorius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus
Plectosphaerella_cucumerina	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella
Plectosphaerella_plurivora	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella
Plenodomus_tracheiphilus	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus
Pleomassaria_siparia	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Pleomassaria
Pleurotus_cornucopiae	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
Pleurotus_eryngii	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
Pleurotus_ostreatoroseus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
Pleurotus_ostreatus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
Pleurotus_pulmonarius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus
Plicaturopsis_crispa	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis
Pluteus_cervinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus
Pneumocystis_canis	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_carinii	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_jirovecii	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_murina	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_oryctolagi	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_sp_macacae	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pneumocystis_wakefieldiae	Fungi	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
Pochonia_chlamydosporia	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia
Podila_clonocystis	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_epicladia	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_epigama	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_horticola	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_humilis	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_minutissima	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podila_verticillata	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila
Podospora_anserina	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora
Podospora_comata	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora
Polychaeton_citri	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Polychaeton
Polyplosphaeria_fusca	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria
Polyporus_arcularius	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus
Polyporus_brumalis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus
Polytolypa_hystricis	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Polytolypa
Postia_placenta	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia
Powellomyces_hirtus	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces
Protomyces_lactucae-debilis	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces
Pseudocercospora_eumusae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
Pseudocercospora_fijiensis	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
Pseudocercospora_fuligena	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
Pseudocercospora_musae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora
Pseudogymnoascus_destructans	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_03VT05	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_05NY08	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_23342-1-I1	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_24MN13	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-103	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-3557	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-3775	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-3808	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4246	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4281_FW-2241	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4513_FW-928	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4514_FW-929	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4515_FW-2607	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4516_FW-969	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4517_FW-2822	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4518_FW-2643	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4519_FW-2642	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_VKM_F-4520_FW-2644	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_sp_WSF_3629	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudogymnoascus_verrucosus	Fungi	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus
Pseudoloma_neurophilia	Fungi	Microsporidia				Pseudoloma
Pseudomassariella_vexata	Fungi	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella
Pseudomicrostroma_glucosiphilum	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales		Pseudomicrostroma
Pseudotulostoma_volvatum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Pseudotulostoma
Pseudovirgaria_hyperparasitica	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Pseudovirgaria
Pseudozyma_flocculosa	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma
Pseudozyma_hubeiensis	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma
Psilocybe_cf_subviscida	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe
Psilocybe_cubensis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe
Psilocybe_cyanescens	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe
Pterula_gracilis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterula
Puccinia_coronata	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
Puccinia_graminis	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
Puccinia_sorghi	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
Puccinia_striiformis	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
Puccinia_triticina	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia
Punctularia_strigosozonata	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia
Purpureocillium_lilacinum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
Pyrenochaeta_sp_DS3sAY3a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta
Pyrenochaeta_sp_MPI-SDFR-AT-0127	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta
Pyrenophora_seminiperda	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
Pyrenophora_teres	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
Pyrenophora_tritici-repentis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora
Pyricularia_grisea	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Pyricularia_oryzae	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Pyricularia_pennisetigena	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Pyricularia_sp_CBS_133598	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia
Pyrrhoderma_noxium	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma
Rachicladosporium_antarcticum	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium
Racocetra_fulgida	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Racocetra
Ramaria_rubella	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria
Ramularia_collo-cygni	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia
Rasamsonia_emersonii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia
Rhexocercosporidium_sp_MPI-PUGE-AT-0058	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhexocercosporidium
Rhinocladiella_mackenziei	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella
Rhizoclosmatium_globosum	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium
Rhizoctonia_solani	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia
Rhizodiscina_lignyota	Fungi	Ascomycota	Dothideomycetes	Aulographales	Rhizodiscinaceae	Rhizodiscina
Rhizophagus_clarus	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
Rhizophagus_irregularis	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
Rhizophagus_sp_MUCL_43196	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus
Rhizopogon_vesiculosus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon
Rhizopogon_vinicolor	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon
Rhizopus_arrhizus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Rhizopus_azygosporus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Rhizopus_delemar	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Rhizopus_microsporus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Rhizopus_stolonifer	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
Rhodocollybia_butyracea	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia
Rhodotorula_diobovata	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_graminis	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_mucilaginosa	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_sp_CCFEE_5036	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_sp_JG-1b	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_taiwanensis	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhodotorula_toruloides	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
Rhynchosporium_agropyri	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium
Rhynchosporium_commune	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium
Rhynchosporium_secalis	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium
